address,unit_number,price,city,state,zipcode,beds,baths,garage,property_size,lot_size,property_type,broker,date_scraped
Telega,,297900,Denver,CO,80249,3,2.5,2,1905,,Single Family Home,,2017-03-16
Tempo,,189900,Denver,CO,80238,2,1.5,2,1213,,,,2017-03-16
Tempo- Thrive Home Builders,,189900,Denver,CO,80238,2,1.5,2,1213,,,,2017-03-16
Tempo-3,,216900,Denver,CO,80238,3,2.5,2,1213,,Single Family Home,,2017-03-16
The Arlington - Shenandoah Collection,,669900,Denver,CO,80238,2,2.5,2,2442,,Single Family Home,,2017-03-16
The Arlington/Shenandoah- Parkwood Homes,,669900,Denver,CO,80238,2,2.5,2,2512,,Single Family Home,,2017-03-16
The Asheville - Lane Collection,,648400,Denver,CO,80238,3,2.5,2,2812,,Single Family Home,,2017-03-16
The Asheville - Shenandoah Collection,,683900,Denver,CO,80238,3,2.5,2,2784,,Single Family Home,,2017-03-16
The Asheville/Lane- Parkwood Homes,,648400,Denver,CO,80238,3,2.5,2,2812,,Single Family Home,,2017-03-16
The Asheville/Shenandoah - Parkwood Homes,,683900,Denver,CO,80238,3,2.5,2,2784,,Single Family Home,,2017-03-16
The Belmont - Beacon Hill Collection,,540900,Denver,CO,80238,2,2.5,0,2728,,Single Family Home,,2017-03-16
The Belmont - Parkwood Homes,,540900,Denver,CO,80238,2,2.5,2,2728,,,,2017-03-16
The Brookline - Beacon Hill Collection,,539900,Denver,CO,80238,2,2.5,0,2652,,Single Family Home,,2017-03-16
The Brookline - Parkwood Homes,,539900,Denver,CO,80238,2,2.5,2,2652,,,,2017-03-16
The Bushnell Peak - David Weekley Homes,,415990,Denver,CO,80238,2,2.5,2,,,Single Family Home,,2017-03-16
The Cape Cod - Shenandoah Collection,,669500,Denver,CO,80238,4,3.5,2,2589,,Single Family Home,,2017-03-16
The Cape May - Parkwood Homes,,660900,Denver,CO,80238,3,2.5,2,2522,,Single Family Home,,2017-03-16
The Cape May - Shenandoah Collection,,660900,Denver,CO,80238,3,2.5,2,2522,,Single Family Home,,2017-03-16
The Charleston - Lane Collection,,629900,Denver,CO,80238,3,2.5,2,3051,,Single Family Home,,2017-03-16
The Charleston/Lane- Parkwood Homes,,629900,Denver,CO,80238,3,2.5,2,3051,,Single Family Home,,2017-03-16
The Chesapeake - Lane Collection,,585900,Denver,CO,80238,3,2.5,2,2463,,Single Family Home,,2017-03-16
The Chesapeake - Shenandoah Collection,,627900,Denver,CO,80238,3,2.5,2,2392,,Single Family Home,,2017-03-16
The Chesapeake/Lane - Parkwood Homes,,585900,Denver,CO,80238,3,2.5,2,2463,,Single Family Home,,2017-03-16
The Chesapeake/Shenandoah - Parkwood Homes,,627900,Denver,CO,80238,3,2.5,2,2392,,Single Family Home,,2017-03-16
The Chestertown - Lane Collection,,638900,Denver,CO,80238,4,3.5,2,2894,,Single Family Home,,2017-03-16
The Chestertown - Shenandoah Collection,,678900,Denver,CO,80238,4,3.5,2,2906,,Single Family Home,,2017-03-16
The Chestertown/Lane- Parkwood Homes,,638900,Denver,CO,80238,4,3.5,2,2894,,Single Family Home,,2017-03-16
The Chestertown/Shenandoah - Parkwood Homes,,678900,Denver,CO,80238,4,3.5,2,2906,,Single Family Home,,2017-03-16
The Dutch Colonial - Shenandoah Collection,,657900,Denver,CO,80238,4,2.5,2,2756,,Single Family Home,,2017-03-16
The Graham Peak- Bluff Lake Neighborhood by David,,435990,Denver,CO,80238,3,2.5,2,1772,,Single Family Home,,2017-03-16
The Graham Peak- David Weekley,,465990,Denver,CO,80238,3,2.5,2,1772,,Single Family Home,,2017-03-16
The Grizzly Peak - David Weekley Homes,,479990,Denver,CO,80238,3,2.5,2,1878,,Single Family Home,,2017-03-16
The Hawthorne - Lane Collection,,569900,Denver,CO,80238,3,2.5,2,2227,,Single Family Home,,2017-03-16
The La Plata Peak - David Weekley Homes,,405990,Denver,CO,80238,2,2.5,2,1501,,,,2017-03-16
The Madison - Lane Collection,,604900,Denver,CO,80238,3,2.5,2,2512,,Single Family Home,,2017-03-16
The Madison - Shenandoah Collection,,644900,Denver,CO,80238,3,2.5,2,2512,,Single Family Home,,2017-03-16
The Madison/Shenandoah - Parkwood Homes,,644900,Denver,CO,80238,3,2.5,2,2512,,Single Family Home,,2017-03-16
The Mount Powell- Bluff Lake Neighborhood by David,,451990,Denver,CO,80238,3,2.5,2,1864,,Single Family Home,,2017-03-16
The Mount Powell- David Weekley Homes,,480990,Denver,CO,80238,3,2.5,2,1864,,Single Family Home,,2017-03-16
The Newbridge - Beacon Hill Collection,,520900,Denver,CO,80238,3,3.5,0,2550,,Single Family Home,,2017-03-16
The Newbridge- Parkwood Homes,,520900,Denver,CO,80238,3,3.5,2,2550,,,,2017-03-16
The Newbury - Beacon Hill Collection,,520900,Denver,CO,80238,3,3.5,0,2628,,Single Family Home,,2017-03-16
The Newbury- Parkwood Homes,,520900,Denver,CO,80238,3,3.5,2,2628,,Single Family Home,,2017-03-16
The Rockport - Beacon Hill Collection,,558900,Denver,CO,80238,3,3.5,0,2524,,Single Family Home,,2017-03-16
The Rockport - Parkwood Homes,,558900,Denver,CO,80238,3,3.5,2,2524,,,,2017-03-16
The Salida - David Weekley Homes,,464990,Denver,CO,80238,3,2.5,2,1807,,Single Family Home,,2017-03-16
The Salida- Bluff Lake Neighborhood by David Weekl,,449990,Denver,CO,80238,3,2.5,2,1870,,Single Family Home,,2017-03-16
The Saybrook - Lane Collection,,644900,Denver,CO,80238,3,2.5,2,2823,,Single Family Home,,2017-03-16
The Saybrook - Shenandoah Collection,,665900,Denver,CO,80238,3,2.5,2,2726,,Single Family Home,,2017-03-16
The Saybrook/Lane- Parkwood Homes,,644900,Denver,CO,80238,3,2.5,2,2823,,Single Family Home,,2017-03-16
The Saybrook/Shenandoah- Parkwood Homes,,665900,Denver,CO,80238,3,2.5,2,2726,,Single Family Home,,2017-03-16
The St Michaels - Shenandoah Collection,,632900,Denver,CO,80238,3,2.5,2,2530,,Single Family Home,,2017-03-16
The Summit Peak - David Weekley Homes,,447990,Denver,CO,80238,3,2.5,2,1634,,Single Family Home,,2017-03-16
The Summit Peak- Bluff Lake Neighborhood by David,,423990,Denver,CO,80238,3,2.5,2,1683,,Single Family Home,,2017-03-16
The West Elk - David Weekley Homes,,418990,Denver,CO,80238,2,2.5,2,1617,,Single Family Home,,2017-03-16
The Wye - Lane Collection,,598900,Denver,CO,80238,3,2.5,2,2313,,Single Family Home,,2017-03-16
The Wye - Parkwood Homes,,629900,Denver,CO,80238,3,2.5,2,2335,,Single Family Home,,2017-03-16
The Wye - Shenandoah Collection,,629900,Denver,CO,80238,3,2.5,2,2335,,Single Family Home,,2017-03-16
Topaz,,559990,Denver,CO,80221,3,2.5,2,2553,,Single Family Home,,2017-03-16
Uchi- Northest Denver Housing,,166500,Denver,CO,80238,2,1.5,1,950,,,,2017-03-16
Union by Wonderland Homes,,392900,Denver,CO,80238,2,2.5,2,1774,,,,2017-03-16
Verbena 1782 Modeled,,443995,Denver,CO,80238,2,2.5,2,1782,,Single Family Home,,2017-03-16
Verbena- KB Home,,440995,Denver,CO,80238,2,2.5,2,1782,,Single Family Home,,2017-03-16
Verve,,783900,Denver,CO,80230,3,2.5,2,2586,,Single Family Home,,2017-03-16
Volante,,312800,Denver,CO,80249,3,2.5,2,2202,,Single Family Home,,2017-03-16
Welton- Portrait Collection by Wonderland Homes,,409900,Denver,CO,80238,3,2.5,2,1481,,Single Family Home,,2017-03-16
West Elk,,427990,Denver,CO,80238,2,2.5,2,1617,,Single Family Home,,2017-03-16
West Elk Beeler Park by David Weekley Homes,,420990,Denver,CO,80238,2,2.5,2,1617,,,,2017-03-16
Woodlily 1889,,449995,Denver,CO,80238,3,2.5,2,1889,,Single Family Home,,2017-03-16
Woodlily- KB Home,,446995,Denver,CO,80238,3,2.5,2,1889,,Single Family Home,,2017-03-16
Yampa,,320000,Denver,CO,80249,3,2.5,2,2229,,Single Family Home,,2017-03-16
2021 W Custer Pl,,274900,Denver,CO,80223,3,1,1,852,7020,Single Family Home,Listings.Com,2017-03-18
3131 E Alameda Ave,1505,474998,Denver,CO,80209,2,2,2,1403,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-18
1201 Worley Dr,,297000,Denver,CO,80221,4,2,2,1700,7000,Single Family Home,High Plains Realty,2017-03-21
7536 Bannock St,,229999,Denver,CO,80221,3,3,1,1160,1828,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DOWNTWN,2017-03-21
7944 Wyandot St,,250000,Denver,CO,80221,3,1,1,1350,6480,Single Family Home,Mb Ed Tomlinson Real Estate Services,2017-03-21
8243 Ladean St,,296000,Denver,CO,80229,3,2,2,1728,9717,Single Family Home,TRELORA,2017-03-21
275 S Glencoe St,,800000,Denver,CO,80246,4,3,2,2868,6250,Single Family Home,Keller Williams Integrity Real Estate,2017-03-21
426 Dallas St,,525000,Denver,CO,80230,4,3,2,2962,3076,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-21
955 Eudora St,1408,328500,Denver,CO,80220,2,2,1,1167,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-21
3837 King St,,750000,Denver,CO,80211,4,3,2,2603,6250,Single Family Home,The K Company Realty,2017-03-21
1305 Osceola St,,790000,Denver,CO,80204,,,,,10890,Land,Your Castle Real Estate,2017-03-21
2951 Poplar St,,314900,Denver,CO,80207,5,2,4,2690,6250,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-21
155 S Pennsylvania St,306,209900,Denver,CO,80209,2,1,1,562,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Southeast ,2017-03-21
1311 E 26th Ave,,525000,Denver,CO,80205,3,4,1,1735,2730,Condo/Townhome/Row/H,Keller Williams Advantage Realty,2017-03-21
5035 Umatilla St,,399000,Denver,CO,80221,3,2,2,1071,6250,Single Family Home,Redfin Corporation,2017-03-21
3225 Olive St,,510000,Denver,CO,80207,4,3,2,2473,6250,Single Family Home,Cherry Creek Properties LLC,2017-03-21
655 N Pearl St,103,202500,Denver,CO,80203,1,1,1,593,,Condo/Townhome/Row/H,New Perspective Real Estate,2017-03-21
3048 S Holly Pl,,543000,Denver,CO,80222,4,3,2,2422,10890,Single Family Home,EQUITY COLORADO,2017-03-21
1625 S Winona Ct,,329900,Denver,CO,80219,4,2,2,1724,6000,Single Family Home,Re/Max 100,2017-03-21
1738 N Franklin St,2D,471000,Denver,CO,80218,2,2,1,1340,,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-21
5440 Verbena Way,,934700,Denver,CO,80238,5,5,2,4372,5249,Single Family Home,"RE/MAX OF CHERRY CREEK, INC.",2017-03-21
1339 Jasmine St,,325000,Denver,CO,80220,3,2,1,1498,754,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-21
3650 S Hillcrest Dr,,450000,Denver,CO,80237,4,4,2,3135,10454,Single Family Home,LIV Sotheby's International Realty,2017-03-21
2938 S Tamarac St,,399900,Denver,CO,80231,7,3,2,3820,7910,Single Family Home,PorchLight Real Estate Group,2017-03-21
836 E 17th Ave,1A,625000,Denver,CO,80218,2,3,1,1877,,Condo/Townhome/Row/H,SHOWCASE PROPERTIES UNLIMITED,2017-03-21
1555 Quebec St,,310000,Denver,CO,80220,2,1,1,1051,6500,Single Family Home,EXIT REALTY CHERRY CREEK,2017-03-21
13174 Robins Dr,,289950,Denver,CO,80239,5,2,2,1958,7000,Single Family Home,A Step Above Above Realty,2017-03-21
1055 Raleigh St,,480000,Denver,CO,80204,8,4,4,3536,6246,Multi-Family,Brokers Guild Classic,2017-03-21
3141 Tejon St,B,279900,Denver,CO,80211,1,1,,574,,Condo/Townhome/Row/H,EQUITY COLORADO,2017-03-21
2240 N Clay St,303,450000,Denver,CO,80211,2,2,1,1068,,Condo/Townhome/Row/H,Elite Home Colorado,2017-03-21
8060 E Girard Ave,310,179500,Denver,CO,80231,2,2,2,1050,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-21
5491 E Warren Ave,223,150000,Denver,CO,80222,2,2,2,880,150,Condo/Townhome/Row/H,Mb Dokken Real Estate,2017-03-21
5559 Netherland St,,299900,Denver,CO,80249,3,3,2,1509,3080,Single Family Home,Mb Executive Realty & Investments,2017-03-21
3060 N Wilson Ct,3,399000,Denver,CO,80205,2,3,2,1291,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-21
3070 N Wilson Ct,2,299000,Denver,CO,80205,2,1,1,803,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-21
4879 Chase St,,395000,Denver,CO,80212,3,2,5,1380,13504,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-21
432 N Ogden St,,665000,Denver,CO,80218,4,3,1,2217,3120,Single Family Home,Redfin Corporation,2017-03-21
2701 S Decatur St,,125000,Denver,CO,80236,,,,8800,,Land,Resident Realty Westminster,2017-03-21
6960 E Girard Ave,202,276500,Denver,CO,80224,2,2,1,1180,,Condo/Townhome/Row/H,Mb The Castlewood Company,2017-03-21
5902 W Green Meadows Pl,,395000,Denver,CO,80227,4,4,2,4488,12632,Single Family Home,Mb/Park Place Brokers & Realty,2017-03-21
287 Oneida Ct,,355000,Denver,CO,80220,4,2,,2089,3043,Condo/Townhome/Row/H,HUNTINGTON PROPERTIES,2017-03-21
1133 Monaco Pkwy,,1199000,Denver,CO,80220,4,4,2,3282,11326,Single Family Home,CHERRY CREEK PROPERTIES INC,2017-03-21
950 W 7th Ave,,369900,Denver,CO,80204,2,1,,873,2500,Single Family Home,LIV Sotheby's International Realty,2017-03-21
950 W 7th Ave,,369900,Denver,CO,80204,2,1,,873,2500,Multi-Family,LIV Sotheby's International Realty,2017-03-21
5167 Victor Way,,289950,Denver,CO,80239,4,2,2,1680,7140,Single Family Home,A Step Above Above Realty,2017-03-21
9335 E Center Ave,4A,269000,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-21
3335 S Monaco Pkwy,A,169900,Denver,CO,80222,2,2,1,1139,,Condo/Townhome/Row/H,Realty Solutions,2017-03-21
645 S Alton Way,9C,235000,Denver,CO,80247,2,2,1,1550,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-21
2615 Havana St,,459000,Denver,CO,80238,3,3,2,1656,3186,Single Family Home,MB PREMIERE PROPERTIES,2017-03-21
1475 S Knox Ct,,390000,Denver,CO,80219,5,3,7,2360,9310,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-21
1675 Roslyn St,,375000,Denver,CO,80220,2,1,3,1145,6250,Single Family Home,RE/MAX Alliance,2017-03-21
9700 E Iliff Ave,E56,120000,Denver,CO,80231,3,2,1,1138,,Condo/Townhome/Row/H,The Brian Petrelli Team / Metro Brokers,2017-03-21
2000 Arapahoe St,103,526320,Denver,CO,80205,1,1,1,1548,9744,Condo/Townhome/Row/H,LIVE Urban Real Estate,2017-03-21
940 Julian St,,250000,Denver,CO,80204,2,1,2,635,6250,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-21
1708 S Dahlia St,,410000,Denver,CO,80222,5,2,2,2178,7310,Single Family Home,Resident Realty South Metro,2017-03-21
128 Garfield St,,1500000,Denver,CO,80206,4,5,2,4752,3698,Condo/Townhome/Row/H,MB PARAMOUNT PROPERTIES,2017-03-21
3423 W 36th Ave,,665000,Denver,CO,80211,4,3,1,2120,6250,Single Family Home,Resident Realty,2017-03-21
1521 Utica St,,599950,Denver,CO,80204,4,3,7,2278,6250,Single Family Home,Brokers Guild Classic,2017-03-21
3350 S Ivy Way,,370000,Denver,CO,80222,4,2,2,1345,9530,Single Family Home,Your Castle Real Estate,2017-03-21
4864 Newton St,,468900,Denver,CO,80221,3,2,7,1875,6250,Single Family Home,"Colorado Flat Fee Realty, Inc.",2017-03-21
4185 Yates St,,355000,Denver,CO,80212,2,1,,1730,5940,Single Family Home,Your Castle Real Estate,2017-03-21
2124 S Columbine St,,899000,Denver,CO,80210,3,3,2,2828,7500,Single Family Home,NOSTALGIC HOMES,2017-03-21
690 S Alton Way,8B,194900,Denver,CO,80247,1,1,1,855,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-21
3320 E Kentucky Ave,,2499000,Denver,CO,80209,4,5,3,4796,14810,Single Family Home,Kentwood Company,2017-03-21
680 S Alton Way,10A,200000,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,BROKERS GUILD-CHERRY CREEK LTD,2017-03-21
142 S Hudson St,,2695000,Denver,CO,80246,7,9,3,7455,9380,Single Family Home,Red Door Properties Inc,2017-03-21
4732 Gaylord St,,249900,Denver,CO,80216,3,1,1,1119,4310,Single Family Home,MB DENVER COLORADO REALTY,2017-03-21
1250 N Humboldt St,801,352000,Denver,CO,80218,2,2,1,1368,,Condo/Townhome/Row/H,Morgan County Realty Inc,2017-03-21
1645 Uinta St,,265000,Denver,CO,80220,3,2,1,1286,6250,Single Family Home,Jdi Investments,2017-03-21
5049 Valentia St,101,547000,Denver,CO,80238,3,4,2,3031,2793,Single Family Home,RE/MAX Masters Millennium,2017-03-21
835 S Sherman St,,650000,Denver,CO,80209,3,3,3,2736,6250,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-21
9180 E Center Ave,5B,209900,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-21
1200 N Humboldt St,802,309900,Denver,CO,80218,1,1,1,735,250470,Condo/Townhome/Row/H,Your Castle Realty,2017-03-21
1891 Curtis St,1702,900000,Denver,CO,80202,2,3,2,1960,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-21
1350 Ivy St,,649000,Denver,CO,80220,3,4,2,2039,3125,Condo/Townhome/Row/H,Modus Real Estate,2017-03-21
5195 Akron St,,675000,Denver,CO,80238,5,3,2,3138,4460,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-21
2800 S University Blvd,10,695000,Denver,CO,80210,3,3,2,3598,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-21
4665 W 6th Ave,20,109000,Denver,CO,80204,1,1,1,637,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-21
3030 W 27th Ave,,527000,Denver,CO,80211,3,2,2,1662,8620,Single Family Home,Elite Home Colorado,2017-03-21
1157 Josephine St,,1125000,Denver,CO,80206,1,1,2,3141,967,Multi-Family,Kentwood Real Estate at Cherry Creek,2017-03-21
124 Perry St,,209900,Denver,CO,80219,2,1,1,552,6250,Single Family Home,Perch Real Estate,2017-03-21
1074 Bonnie Brae Blvd,,949900,Denver,CO,80209,4,3,2,2690,6870,Single Family Home,Perry & Co. - Main Office,2017-03-21
1011 S Valentia St,101,499500,Denver,CO,80247,3,4,2,3607,4925,Single Family Home,Mb Real Estate By Rochelle,2017-03-21
9180 E Center Ave,1C,174973,Denver,CO,80247,2,1,1,870,,Condo/Townhome/Row/H,"Buy-Out Company Realty, Llc",2017-03-21
2800 S University Blvd,130,597000,Denver,CO,80210,2,3,2,3598,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-21
745 S Clinton St,4B,160000,Denver,CO,80247,1,1,1,712,,Condo/Townhome/Row/H,TRELORA,2017-03-21
1190 S Cook St,,939900,Denver,CO,80210,5,4,2,3784,6250,Single Family Home,BROKERS GUILD-CHERRY CREEK LTD,2017-03-21
4321 E Harvard Ave,,415000,Denver,CO,80222,3,2,1,1406,8140,Single Family Home,Urban Habitat,2017-03-21
3166 S Newport St,,430000,Denver,CO,80224,3,3,2,2659,13068,Single Family Home,Mb Summers Realty,2017-03-21
1605 Quebec St,,299000,Denver,CO,80220,2,1,1,1263,6500,Single Family Home,"RE/MAX OF CHERRY CREEK, INC.",2017-03-21
1541 Jasmine St,,500000,Denver,CO,80220,2,2,2,2096,6500,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-21
1155 Ash St,507,245000,Denver,CO,80220,2,2,2,1008,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-21
1721 S Zuni St,,269900,Denver,CO,80223,4,2,2,1916,6390,Single Family Home,360 REAL ESTATE IN,2017-03-21
3960 W 13th Ave,,459000,Denver,CO,80204,2,3,1,1303,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-21
164 S Fairfax St,,899000,Denver,CO,80246,,,,,10454,Land,THE BERKSHIRE GROUP,2017-03-21
164 S Fairfax St,,899000,Denver,CO,80246,6,5,2,4674,10454,Single Family Home,THE BERKSHIRE GROUP,2017-03-21
7017 E Wyoming Pl,,372000,Denver,CO,80224,4,2,1,2038,7150,Single Family Home,Al Galperin,2017-03-21
4571 Vallejo St,,425000,Denver,CO,80211,3,2,2,1112,6400,Single Family Home,TRELORA,2017-03-21
9200 E Cherry Creek South Dr,50,399900,Denver,CO,80231,2,3,2,2247,,Condo/Townhome/Row/H,"Modern Living Properties, Inc.",2017-03-21
888 N Logan St,8GH,750000,Denver,CO,80203,2,2,2,2225,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Southeast ,2017-03-21
1054 S Corona St,,950000,Denver,CO,80209,3,5,4,3596,,Single Family Home,TRELORA,2017-03-21
18659 E 42nd Pl,,299000,Denver,CO,80249,3,2,2,1626,2800,Single Family Home,Your Castle Real Estate,2017-03-21
2607 S Gilpin St,,879000,Denver,CO,80210,5,4,2,4345,4690,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-21
1243 Gaylord St,105,225000,Denver,CO,80206,2,1,1,803,,Condo/Townhome/Row/H,"ONE REALTY, LLC",2017-03-21
5145 Ceylon St,,320000,Denver,CO,80249,4,3,2,1960,5436,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-21
1045 S Josephine St,,1335000,Denver,CO,80209,4,3,3,3701,6160,Single Family Home,Cherry Creek Properties LLC,2017-03-21
675 S Stuart St,,319900,Denver,CO,80219,3,2,4,1652,4950,Single Family Home,Recom Real Estate,2017-03-21
226 S Lowell Blvd,,179000,Denver,CO,80219,2,1,1,587,6250,Single Family Home,Summit Realty Group,2017-03-21
7665 E Eastman Ave,B308,180000,Denver,CO,80231,2,2,1,914,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-21
5350 S Jay Cir,2C,325000,Denver,CO,80123,2,2,2,1576,3563,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-21
3301 W 34th Ave,,565000,Denver,CO,80211,3,2,3,1592,5750,Single Family Home,Kentwood City Properties,2017-03-21
2960 Inca St,110,568900,Denver,CO,80202,2,3,2,1742,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Denver Cen,2017-03-21
1268 Uinta St,,325000,Denver,CO,80220,3,2,3,1378,6100,Single Family Home,Your Castle Real Estate,2017-03-21
2438 S Perry St,,389900,Denver,CO,80219,5,3,1,2142,6930,Single Family Home,HOME REAL ESTATE,2017-03-21
1893 Vine St,101,550000,Denver,CO,80206,3,3,2,1423,2150,Condo/Townhome/Row/H,Redfin Corporation,2017-03-21
3923 W Temple Pl,,375000,Denver,CO,80236,3,3,2,2244,7700,Single Family Home,Redfin Corporation,2017-03-21
3920 Umatilla St,,735000,Denver,CO,80211,4,4.5,2,2850,,Condo/Townhome/Row/H,Redfin Corporation,2017-03-21
3920 Umatilla St,,735000,Denver,CO,80211,4,5,2,2850,,Condo/Townhome/Row/H,Redfin Corporation,2017-03-21
1538 S Garfield St,,495000,Denver,CO,80210,3,2,1,1259,6306,Single Family Home,Redfin Corporation,2017-03-21
3115 N Williams St,,410000,Denver,CO,80205,3,2,2,1444,3140,Condo/Townhome/Row/H,Urban Habitat,2017-03-21
1665 E Mexico Ave,,419900,Denver,CO,80210,4,2,2,1752,6320,Single Family Home,RE/MAX Alliance,2017-03-21
4146 Xavier St,,790000,Denver,CO,80212,4,3,2,2256,4690,Single Family Home,,2017-03-21
20574 E 41st Ave,,315000,Denver,CO,80249,3,3,2,2994,10454,Single Family Home,SHOWCASE PROPERTIES UNLIMITED,2017-03-21
7671 E 26th Ave,,310000,Denver,CO,80238,2,2,2,1046,,Single Family Home,Cherry Creek Properties LLC,2017-03-21
2800 S University Blvd,58,800000,Denver,CO,80210,4,3,2,3810,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-21
403 S Niagara St,,680000,Denver,CO,80224,6,3,2,3674,10454,Single Family Home,Kentwood Company,2017-03-21
4521 S Garrison St,,349000,Denver,CO,80123,4,2,1,1891,6050,Single Family Home,RE/MAX Professionals,2017-03-21
8500 E Jefferson Ave,5D,229900,Denver,CO,80237,2,2,1,1150,,Condo/Townhome/Row/H,"""""BROKERS GUILD CHERRY CREEK LTD""""",2017-03-21
1601 Steele St,,975000,Denver,CO,80206,6,3,2,4179,6230,Single Family Home,New Perspective Real Estate,2017-03-21
947 S Yates St,,319950,Denver,CO,80219,4,1,7,1562,15682,Single Family Home,Perch Real Estate,2017-03-21
2880 S Locust St,S509,155000,Denver,CO,80222,1,1,1,801,,Condo/Townhome/Row/H,MATCHPOINT REALTY,2017-03-21
873 Grape St,,475000,Denver,CO,80220,4,2,2,1862,6630,Single Family Home,KELLER WILLIAMS REALTY DOWNTWN,2017-03-21
1355 S Elm St,,659000,Denver,CO,80222,3,2,1,1267,6750,Single Family Home,Shorewood Real Estate,2017-03-21
781 Cherry St,,395000,Denver,CO,80220,3,2,1,1576,4580,Condo/Townhome/Row/H,Home Savings Realty,2017-03-21
2806 Jasmine St,,235000,Denver,CO,80207,2,1,1,852,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-21
3890 Meade St,,625000,Denver,CO,80211,4,2,2,1650,4750,Single Family Home,NOSTALGIC HOMES,2017-03-21
1419 Lipan St,1,224900,Denver,CO,80204,1,1,1,630,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY DTC,2017-03-21
1163 Krameria St,1,250000,Denver,CO,80220,3,3,1,1219,56192,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY-DENVER SOUTHEAST,2017-03-21
840 Fairfax St,,657000,Denver,CO,80220,4,5,2,2666,,Single Family Home,Your Castle Real Estate,2017-03-21
1539 W 43rd Ave,,479900,Denver,CO,80211,2,3,1,1505,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-21
2976 Birch St,,499888,Denver,CO,80207,4,3,1,2137,5950,Single Family Home,COLORADO HOMEFINDER LLC,2017-03-21
1044 Coronado Pkwy S,,199000,Denver,CO,80229,2,1,1,1024,,Condo/Townhome/Row/H,Kim Irving & Associates,2017-03-29
6621 King St,,362000,Denver,CO,80221,4,2,2,1440,9375,Condo/Townhome/Row/H,8z Real Estate,2017-03-29
2387 Rainbow Dr,20,170000,Denver,CO,80229,2,2,2,1728,,Condo/Townhome/Row/H,"Angelov Realty, Llc",2017-03-29
6689 Morrison Dr,,630008,Denver,CO,80221,4,5,2,4100,3960,Single Family Home,"RE/MAX OF CHERRY CREEK, INC.",2017-03-29
1962 W 67th Pl,,649904,Denver,CO,80221,3,4,2,3698,4454,Single Family Home,"RE/MAX OF CHERRY CREEK, INC.",2017-03-29
7859 Humboldt Cir,,289900,Denver,CO,80229,3,3,2,1280,4500,Single Family Home,"RE/MAX OF CHERRY CREEK, INC.",2017-03-29
7901 Clarkson Ct,,315000,Denver,CO,80229,5,3,2,2503,13068,Single Family Home,Great Way Re Exclusive Properties,2017-03-29
9854 Eliot St,,285000,Denver,CO,80260,3,2,1,1267,6500,Single Family Home,The Property Shop Denver,2017-03-29
8199 Welby Rd,1706,212000,Denver,CO,80229,3,3,1,1148,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Boulder,2017-03-29
