address,unit_number,price,city,state,zipcode,beds,baths,garage,property_size,lot_size,property_type,broker,date_scraped
8199 Welby Rd,1706,212000,Denver,CO,80229,3,2.5,1,1148,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Boulder,2017-03-29
2061 W 73rd Pl,,299500,Denver,CO,80221,4,2,3,1700,7700,Single Family Home,Cherry Creek Properties LLC,2017-03-29
660 Bountiful Ct,,264900,Denver,CO,80221,4,2,2,1208,7931,Single Family Home,Coldwell Banker Residential Brokerage - Boulder,2017-03-29
7788 Florado St,,329900,Denver,CO,80221,5,2,3,1900,7342,Single Family Home,The Linear Group Llc,2017-03-29
8992 E Wesley Ave,,1695000,Denver,CO,80231,4,4,3,5618,8712,Single Family Home,"Converse Realty, Llc",2017-03-29
8673 E Iliff Dr,,689900,Denver,CO,80231,3,4,2,5359,5227,Condo/Townhome/Row/H,"Converse Realty, Llc",2017-03-29
7995 E Mississippi Ave,A24,210000,Denver,CO,80247,2,2,2,1142,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-29
3860 S Lowell Blvd,,449900,Denver,CO,80236,5,5,4,3630,7405,Multi-Family,"RE/MAX UNLIMITED, INC.",2017-03-29
3825 S King St,,429900,Denver,CO,80236,8,3,5,2448,7187,Multi-Family,"RE/MAX UNLIMITED, INC.",2017-03-29
9400 E Iliff Ave,292,340000,Denver,CO,80231,3,4,2,2010,1307,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-29
8663 E Iliff Dr,,725000,Denver,CO,80231,3,3,2,4777,,Single Family Home,RE/MAX Professionals,2017-03-29
9206 E Evans Pl,,509000,Denver,CO,80231,5,3,2,2512,13504,Single Family Home,"TBK Real Estate Solutions, LLC",2017-03-29
1179 Elm St,,425000,Denver,CO,80220,2,1,4,906,6500,Single Family Home,RE/MAX Masters Millennium,2017-03-29
727 Oneida St,,585000,Denver,CO,80220,4,2,1,2088,6500,Single Family Home,RE/MAX Alliance,2017-03-29
927 S Lowell Blvd,,245000,Denver,CO,80219,2,1,4,651,6350,Single Family Home,Cherry Creek Properties LLC,2017-03-29
3595 Leyden St,,415000,Denver,CO,80207,3,2,2,1980,6250,Single Family Home,"Home Brokers, Llc",2017-03-29
1333 Elati St,6,624000,Denver,CO,80204,3,4,2,1775,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-29
1325 Elati St,3,674000,Denver,CO,80204,3,4,2,2000,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-29
3382 S Verbena Ct,,450000,Denver,CO,80231,4,3,2,2862,10890,Single Family Home,Colorado Realty Professionals,2017-03-29
3287 W Fairview Pl,,499900,Denver,CO,80211,2,2,2,1780,1790,Single Family Home,Colorado's Finest Real Estate,2017-03-29
1333 Elati St,1,648000,Denver,CO,80204,3,4,2,1775,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-29
1325 Elati St,1,724000,Denver,CO,80204,3,4,2,2009,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-29
3663 S Sheridan Blvd,D2,110000,Denver,CO,80235,1,1,1,599,,Condo/Townhome/Row/H,Mb Realty Brokers Of Colorado Llc,2017-03-29
1020 15th St,381,61000,Denver,CO,80202,0,,1,120,,Condo/Townhome/Row/H,Urban Realty Llc,2017-03-29
2628 E Cedar Ave,,1150000,Denver,CO,80209,,,,8877,,Land,Kentwood Real Estate at Cherry Creek,2017-03-29
2618 E Cedar Ave,,1250000,Denver,CO,80209,,,,9951,,Land,Kentwood Real Estate at Cherry Creek,2017-03-29
1481 Saint Paul St,,659900,Denver,CO,80206,4,2,3,2426,4130,Single Family Home,RE/MAX Real Estate Group Inc,2017-03-29
2515 S Linley Ct,,240000,Denver,CO,80219,2,1,2,710,6520,Single Family Home,Mb Dunn Group Real Estate,2017-03-29
15155 E 50th Ave,,279900,Denver,CO,80239,3,2,2,1646,4909,Single Family Home,RE/MAX Professionals,2017-03-29
300 Hudson St,110,599950,Denver,CO,80220,2,3,2,1941,,Condo/Townhome/Row/H,Kentwood Company,2017-03-29
2225 Buchtel Blvd,407,204000,Denver,CO,80210,2,1,1,885,,Condo/Townhome/Row/H,Mb Bryant And Associates,2017-03-29
2529 Irving St,,475000,Denver,CO,80211,2,2,2,1150,4690,Single Family Home,"Flat + Manor Real Estate, LLC",2017-03-29
3045 W 25th Ave,,427000,Denver,CO,80211,4,1,4,1774,6250,Single Family Home,Re/Max 100,2017-03-29
1400 S Birch St,,450000,Denver,CO,80222,3,2,2,1767,6450,Single Family Home,Windermere Dtc,2017-03-29
7524 E 7th Ave,,949900,Denver,CO,80230,5,4,2,4650,7517,Single Family Home,Your Castle Real Estate,2017-03-29
8481 W Union Ave,11-10,205000,Denver,CO,80123,1,1,2,812,,Condo/Townhome/Row/H,The Brian Petrelli Team / Metro Brokers,2017-03-29
2225 S Jasmine St,315,142000,Denver,CO,80222,2,1,1,906,,Condo/Townhome/Row/H,RE/MAX SOUTHEAST INC.,2017-03-29
2733 W 28th Ave,4,555000,Denver,CO,80211,2,4,2,1610,,Condo/Townhome/Row/H,Real Estate Denver Team,2017-03-29
19600 E 53rd Ave,,389000,Denver,CO,80249,2,2,2,1940,6279,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-29
748 Hazel Ct,,230000,Denver,CO,80204,2,1,2,711,2170,Single Family Home,Precision Homes Real Estate,2017-03-29
3530 Eudora St,,385000,Denver,CO,80207,3,2,,1994,6350,Single Family Home,Modern Real Estate,2017-03-29
6845 E Lowry Blvd,,850000,Denver,CO,80230,4,4,2,2825,,Condo/Townhome/Row/H,"SLIFER, SMITH & FRAMPTON DENVER, INC.",2017-03-29
740 S Alton Way,2B,169995,Denver,CO,80247,2,1,1,945,,Single Family Home,RE/MAX ALLIANCE,2017-03-29
733 Hazel Ct,,265000,Denver,CO,80204,2,1,1,953,12632,Single Family Home,Cherry Creek Properties LLC,2017-03-29
1340 Bellaire St,,619000,Denver,CO,80220,4,2,2,2462,6430,Single Family Home,TRELORA,2017-03-29
67 N Logan St,D1,400000,Denver,CO,80203,2,1,1,1027,10454,Condo/Townhome/Row/H,Keller Williams Preferred Realty,2017-03-29
5183 W Columbia Pl,,309900,Denver,CO,80236,5,3,2,2266,9170,Single Family Home,Recom Real Estate,2017-03-29
2762 S Hooker St,,299900,Denver,CO,80236,2,1,1,834,6000,Single Family Home,"HOME REAL ESTATE COLORADO, LLC",2017-03-29
3030 N Wilson Ct,5,489000,Denver,CO,80205,3,3,2,1639,,Condo/Townhome/Row/H,Wild & Mild Homes LLC,2017-03-29
1233 N Ogden St,509,305000,Denver,CO,80218,1,1,1,715,,Condo/Townhome/Row/H,Birch Street Real Estate,2017-03-29
790 N Clarkson St,101,464500,Denver,CO,80218,2,2,2,1419,,Condo/Townhome/Row/H,CHERRY CREEK PROPERTIES INC,2017-03-29
4937 N Xenia St,,669000,Denver,CO,80238,3,4,2,3127,4350,Single Family Home,Tjc Real Estate,2017-03-29
2200 S Downing St,,495000,Denver,CO,80210,4,2,3,1943,6250,Single Family Home,Roost Realty Llc,2017-03-29
18621 E 53rd Ave,,308000,Denver,CO,80249,3,3,2,1470,3097,Single Family Home,Front Range Realty Llc,2017-03-29
1703 Julian St,,875000,Denver,CO,80204,5,2,2,2382,8870,Single Family Home,Parkview Real Estate,2017-03-29
891 14th St,4112,524900,Denver,CO,80202,1,1,1,816,,Condo/Townhome/Row/H,SPX Realty,2017-03-29
751 Clermont St,,384900,Denver,CO,80220,2,1,1,945,2975,Condo/Townhome/Row/H,Modus Real Estate,2017-03-29
555 N Ogden St,,649000,Denver,CO,80218,4,2,1,2254,4690,Single Family Home,RE/MAX AVENUES,2017-03-29
4955 W 35th Ave,,675000,Denver,CO,80212,3,3,2,2905,8700,Single Family Home,Rob Johnson Real Estate,2017-03-29
2721 W Wesley Ave,,425000,Denver,CO,80219,5,2,12,2480,17860,Single Family Home,Mb Malouff & Associates,2017-03-29
2535 California St,,649990,Denver,CO,80205,3,2,2,2340,3132,Single Family Home,Shorewood Real Estate,2017-03-29
700 N Washington St,210,345000,Denver,CO,80203,2,2,1,1059,,Condo/Townhome/Row/H,Massey Real Estate Group Llc,2017-03-29
1621 S Wolcott Ct,,279900,Denver,CO,80219,3,2,4,1134,7080,Single Family Home,RE/MAX Professionals,2017-03-29
1703 Julian St,,875000,Denver,CO,80204,,,,8870,,Land,Parkview Real Estate,2017-03-29
4323 Ceylon Ct,,330000,Denver,CO,80249,4,3,2,2410,5098,Single Family Home,KELLER WILLIAMS REALTY-DENVER SOUTHEAST,2017-03-29
3070 E Cherry Creek South Dr,B,1250000,Denver,CO,80209,5,5,2,5009,5016,Single Family Home,Vip Real Estate Co,2017-03-29
166 S Sherman St,,550000,Denver,CO,80209,3,2,2,1868,4690,Multi-Family,CHERRY CREEK PROPERTIES INC,2017-03-29
4943 Lowell Blvd,5,465000,Denver,CO,80221,2,3,1,1832,1250,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-29
4801 E 9th Ave,709S,275000,Denver,CO,80220,2,2,1,940,,Condo/Townhome/Row/H,MADISON AND COMPANY PROPERTIES,2017-03-29
1421 Oneida St,2,350000,Denver,CO,80220,2,1,2,1319,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-29
3439 S Bellaire St,,1100000,Denver,CO,80222,4,5,2,4227,6622,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-29
1499 Blake St,5J,680000,Denver,CO,80202,2,2,1,1431,,Condo/Townhome/Row/H,Kentwood City Properties,2017-03-29
700 N Washington St,305,250000,Denver,CO,80203,2,1,1,993,,Condo/Townhome/Row/H,DISTINCTIVE PROPERTIES,2017-03-29
951 Hooker St,,329950,Denver,CO,80204,3,1,3,891,6250,Single Family Home,Colorado Realty Group,2017-03-29
1235 Tennyson St,,544900,Denver,CO,80204,2,3,2,1584,1920,Single Family Home,Your Castle Real Estate,2017-03-29
2570 S Fillmore St,,1249900,Denver,CO,80210,5,5,2,5335,11326,Single Family Home,LIV Sotheby's International Realty,2017-03-29
3099 S Vine St,,630000,Denver,CO,80210,4,3,2,2440,8020,Single Family Home,TRELORA,2017-03-29
3804 S Xenia St,,549900,Denver,CO,80237,4,3,2,3378,17424,Single Family Home,Elite Home Colorado,2017-03-29
33 N Corona St,106,240000,Denver,CO,80218,1,1,1,570,12632,Condo/Townhome/Row/H,MADLOM REAL ESTATE,2017-03-29
1727 N Pearl St,107,400000,Denver,CO,80203,2,2,1,1197,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Southeast ,2017-03-29
1237 Tennyson St,,579900,Denver,CO,80204,2,3,2,1696,1920,Single Family Home,Your Castle Real Estate,2017-03-29
2995 Grove St,,614900,Denver,CO,80211,3,2,2,2415,5180,Single Family Home,"RE/MAX OF CHERRY CREEK, INC.",2017-03-29
2252 Valentia St,,350000,Denver,CO,80238,2,2,1,1278,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-29
1987 S Clay St,,332000,Denver,CO,80219,5,3,5,2124,6900,Single Family Home,Recom Real Estate,2017-03-29
1250 S Monaco Pkwy,91,189000,Denver,CO,80224,2,2,3,944,,Condo/Townhome/Row/H,Coldwell Banker Residential Brokerage - Devonshire,2017-03-29
989 S Perry St,,244990,Denver,CO,80219,2,1,2,823,6350,Single Family Home,Level One Realty Group,2017-03-29
3718 W 26th Ave,,539000,Denver,CO,80211,3,2,3,1744,4810,Single Family Home,TRELORA,2017-03-29
4209 Martin Luther King Blvd,,300000,Denver,CO,80207,2,1,5,1296,4850,Single Family Home,The Peak Properties Group,2017-03-29
19928 E 41st Ave,,310000,Denver,CO,80249,3,3,2,2230,5471,Single Family Home,Inmotion Group Properties,2017-03-29
1208 Albion St,,239900,Denver,CO,80220,1,1,2,600,2969,Condo/Townhome/Row/H,REML1,2017-03-29
563 Harrison St,,459500,Denver,CO,80206,4,2,1,1556,3120,Single Family Home,Elite Home Colorado,2017-03-29
4545 Irving St,,655000,Denver,CO,80211,4,2,2,2268,5830,Single Family Home,Park Place Real Estate,2017-03-29
1019 N Clarkson St,1,399900,Denver,CO,80218,2,1,1,1469,1135,Condo/Townhome/Row/H,LANDMARK RESIDENTIAL BROKERAGE,2017-03-29
2141 Olive St,,450000,Denver,CO,80207,4,2,2,2083,6710,Single Family Home,Kentwood Real Estate at Cherry Creek,2017-03-29
2100 N Franklin St,21,215000,Denver,CO,80205,1,1,1,657,,Condo/Townhome/Row/H,Kentwood Real Estate at Cherry Creek,2017-03-29
1045 N Pennsylvania St,705,210000,Denver,CO,80203,1,1,1,612,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-29
1217 N Downing St,1,375000,Denver,CO,80218,2,1,4,2214,,Condo/Townhome/Row/H,TRELORA,2017-03-29
3511 W 45th Ave,,365000,Denver,CO,80211,2,1,2,758,,Condo/Townhome/Row/H,HOME REAL ESTATE,2017-03-29
3692 S Grape St,,305000,Denver,CO,80237,2,1,1,900,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-29
5165 Shoshone St,,315000,Denver,CO,80221,2,1,1,860,5630,Single Family Home,Cherry Creek Properties LLC,2017-03-29
3225 W 23rd Ave,,595000,Denver,CO,80211,4,2,2,1801,4900,Single Family Home,NOSTALGIC HOMES,2017-03-29
5561 W 50th Ave,,775000,Denver,CO,80212,3,3,2,2588,8250,Single Family Home,Green Door Living Real Estate,2017-03-29
4663 S Quitman St,,445000,Denver,CO,80236,3,3,2,3884,8250,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-29
5443 E Utah Pl,,450000,Denver,CO,80222,3,2,2,2432,6000,Single Family Home,Coldwell Banker Residential Brokerage - Denver Wes,2017-03-29
1010 Leyden St,,565000,Denver,CO,80220,4,2,2,1662,6250,Single Family Home,Redfin,2017-03-29
2381 Quebec St,,325000,Denver,CO,80207,3,2,2,1618,6710,Single Family Home,Fry Properties,2017-03-29
3081 W 18th Ave,,260000,Denver,CO,80204,2,1,2,664,,Condo/Townhome/Row/H,Fry Properties,2017-03-29
1360 W Gill Pl,,300000,Denver,CO,80223,3,1,2,903,6250,Single Family Home,In Balance Real Estate,2017-03-29
1352 Ivy St,,639000,Denver,CO,80220,3,4,2,2039,,Condo/Townhome/Row/H,Modus Real Estate,2017-03-29
4562 Walden Way,,350000,Denver,CO,80249,3,3,2,2010,6110,Single Family Home,West And Main Llc,2017-03-29
1020 Grove St,,255000,Denver,CO,80204,3,1,4,1819,6250,Single Family Home,Keller Williams Advantage Realty,2017-03-29
825 E 10th Ave,,559000,Denver,CO,80218,4,2,1,2403,1543,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-29
397 S Pontiac Way,,585000,Denver,CO,80224,4,3,2,2775,10454,Single Family Home,Coldwell Banker Residential Brokerage - Evergreen,2017-03-29
720 S Clinton St,2B,190000,Denver,CO,80247,2,1,1,945,,Condo/Townhome/Row/H,Your Castle Real Estate,2017-03-29
3100 Huron St,2S,341500,Denver,CO,80202,0,1,1,1044,,Condo/Townhome/Row/H,Realty One Group Premier Colorado,2017-03-29
1811 S Quebec Way,227,234500,Denver,CO,80231,2,3,1,1654,,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-29
700 W Evans Ave,,700000,Denver,CO,80223,,,6,3435,12632,Multi-Family,HOME REAL ESTATE,2017-03-29
1811 S Quebec Way,185,254900,Denver,CO,80231,2,3,2,1327,638,Condo/Townhome/Row/H,RE/MAX Masters Millennium,2017-03-29
720 S Clinton St,5A,239900,Denver,CO,80247,2,2,1,1200,,Condo/Townhome/Row/H,Pinnacle Real Estate Services,2017-03-29
3713 N Gaylord St,,310000,Denver,CO,80205,3,1,3,1086,6250,Single Family Home,Recom Real Estate,2017-03-29
3455 W 35th Ave,,619950,Denver,CO,80211,3,2,3,2000,4340,Single Family Home,RE/MAX Professionals,2017-03-29
3031 Oneida St,,280000,Denver,CO,80207,2,2,1,1554,6250,Single Family Home,Coldwell Banker Residential Brokerage - Southeast ,2017-03-29
1735 19th St,3C,1395000,Denver,CO,80202,3,2,2,2043,,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-29
70 W 6th Ave,206,370000,Denver,CO,80204,2,3,1,1273,,Condo/Townhome/Row/H,THE RESOURCE GROUP LLC,2017-03-29
18922 E 53rd Ave,,305000,Denver,CO,80249,3,3,4,1600,4050,Single Family Home,Keller Williams Integrity Real Estate,2017-03-29
1301 S Zuni St,,310000,Denver,CO,80223,3,2,3,1485,6560,Single Family Home,Emerald Realty,2017-03-29
1554 Saint Paul St,,639000,Denver,CO,80206,4,2,3,2421,4150,Single Family Home,TRELORA,2017-03-29
3440 N Columbine St,,625000,Denver,CO,80205,3,3,2,2889,4622,Single Family Home,Public Realty Company,2017-03-29
4253 Quitman St,,875000,Denver,CO,80212,5,4,2,2930,4750,Single Family Home,NOSTALGIC HOMES,2017-03-29
1415 N Washington St,302,375000,Denver,CO,80203,2,2,2,1181,,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-29
3465 W Harvard Ave,,310000,Denver,CO,80219,3,2,1,1432,9180,Single Family Home,RE/MAX Professionals,2017-03-29
5024 Espana Way,,408000,Denver,CO,80249,4,3,2,3612,5000,Single Family Home,ACE REALTY,2017-03-29
21640 Stoll Pl,,379000,Denver,CO,80249,4,3,2,3192,7150,Single Family Home,THE RESOURCE GROUP LLC,2017-03-29
2346 Hudson St,,698500,Denver,CO,80207,3,3,2,2532,6250,Single Family Home,Usaj Realty,2017-03-29
3737 E Florida Ave,,950000,Denver,CO,80210,,,,,12197,Land,PARKSIDE REALTY & DEV COMPANY,2017-03-29
2354 Lowell Blvd,,575000,Denver,CO,80211,3,2,2,2015,4700,Single Family Home,LIVE Urban Real Estate,2017-03-29
2755 E Bates Ave,,839900,Denver,CO,80210,4,3,2,2724,11326,Single Family Home,8z Real Estate,2017-03-29
1834 Irving St,,609900,Denver,CO,80204,2,3,2,2021,,Condo/Townhome/Row/H,Vintage Homes Of Denver Inc,2017-03-29
4720 W 37th Ave,32,386900,Denver,CO,80212,2,2,1,1431,2104,Condo/Townhome/Row/H,RE/MAX Professionals,2017-03-29
2701 S Williams St,,649900,Denver,CO,80210,3,3,2,2551,6250,Single Family Home,Wahlen Properties,2017-03-29
1499 Blake St,6B,749000,Denver,CO,80202,1,2,2,1408,,Condo/Townhome/Row/H,Bluematch,2017-03-29
790 Monroe St,,700000,Denver,CO,80206,4,3,2,2278,4460,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-29
3012 N Marion St,,375000,Denver,CO,80205,2,1,1,925,3120,Single Family Home,EQUITY COLORADO,2017-03-29
219 S Humboldt St,,700000,Denver,CO,80209,3,3,2,2294,4130,Single Family Home,Kentwood City Properties,2017-03-29
125 E 8th Ave,,275000,Denver,CO,80203,2,1,,1244,,Condo/Townhome/Row/H,The K Company Realty,2017-03-29
2537 Holly St,,525000,Denver,CO,80207,3,2,2,1460,4690,Single Family Home,MADISON AND COMPANY PROPERTIES,2017-03-29
777 N Washington St,406,300000,Denver,CO,80203,2,2,11,1067,,Condo/Townhome/Row/H,Keller Williams Integrity Real Estate,2017-03-29
888 N Logan St,7B,425000,Denver,CO,80203,2,2,1,1421,,Condo/Townhome/Row/H,KELLER WILLIAMS REALTY SUCCESS,2017-03-29
8600 E Alameda Ave,20-103,159000,Denver,CO,80247,1,1,1,701,,Condo/Townhome/Row/H,PorchLight Real Estate Group,2017-03-29
3474 W Dakota Ave,,220000,Denver,CO,80219,2,1,3,1164,5060,Single Family Home,Cherry Creek Properties LLC,2017-03-29
4935 Beach Ct,,475000,Denver,CO,80221,4,2,2,2250,6650,Single Family Home,PorchLight Real Estate Group,2017-03-29
1080 S Garfield St,,600000,Denver,CO,80209,4,3,2,2180,6250,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-29
3525 Beeler Ct,,775000,Denver,CO,80238,3,3,2,3607,3856,Single Family Home,New Perspective Real Estate,2017-03-29
3505 W Exposition Ave,,280000,Denver,CO,80219,4,2,2,1620,3335,Single Family Home,LIV Sotheby's International Realty,2017-03-29
3610 Lowell Blvd,,500000,Denver,CO,80211,2,2,,1475,2300,Single Family Home,KELLER WILLIAMS 1ST REALTY,2017-03-29
4185 Julian St,,639900,Denver,CO,80211,4,3,2,2350,6250,Single Family Home,TRELORA,2017-03-29
2210 S Humboldt St,,600000,Denver,CO,80210,3,3,4,2093,6250,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-29
3569 Dahlia St,,350000,Denver,CO,80207,3,2,2,2280,4003,Single Family Home,Colorado Home Realty,2017-03-29
4600 E Asbury Cir,210,134900,Denver,CO,80222,1,1,1,687,,Condo/Townhome/Row/H,Windermere Metro Denver Real Estate,2017-03-29
319 W Irvington Pl,,635000,Denver,CO,80223,4,3,2,2101,3454,Single Family Home,Cherry Creek Properties LLC,2017-03-29
323 Acoma St,,445000,Denver,CO,80223,3,2,2,2020,4694,Condo/Townhome/Row/H,Cherry Creek Properties LLC,2017-03-29
22 Crestmoor Dr,,1400000,Denver,CO,80220,5,4,2,3479,10019,Single Family Home,Nexthome Altitude,2017-03-29
2100 16th St,406,449900,Denver,CO,80202,1,1,1,895,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-29
1625 Larimer St,1402,344500,Denver,CO,80202,1,1,1,731,27443,Condo/Townhome/Row/H,Windermere Metro Denver Real Estate,2017-03-29
715 Jasmine St,,925000,Denver,CO,80220,3,3,4,4337,6250,Single Family Home,Coldwell Banker Residential Brokerage - Devonshire,2017-03-29
1450 Wynkoop St,1E,1950000,Denver,CO,80202,3,2,2,3223,,Condo/Townhome/Row/H,LIV Sotheby's International Realty,2017-03-29
3460 S Poplar St,107,210000,Denver,CO,80224,2,2,1,1173,,Condo/Townhome/Row/H,Redfin Corporation,2017-03-29
3820 Kalamath St,,405000,Denver,CO,80211,2,1,,1316,3120,Single Family Home,Redfin Corporation,2017-03-29
3820 Kalamath St,,405000,Denver,CO,80211,2,1,1,1316,3120,Single Family Home,Redfin Corporation,2017-03-29
276 S Sherman St,6,195000,Denver,CO,80209,1,1,1,492,5227,Condo/Townhome/Row/H,WK Real Estate,2017-03-29
3332 N Vine St,,534900,Denver,CO,80205,3,2,1,2150,4700,Single Family Home,"Homestead Real Estate, LLC",2017-03-29
4621 S Lowell Blvd,,179900,Denver,CO,80236,3,1.5,,1755,,Condo/Townhome/Row/H,Keller Williams-Downtown,2017-03-29
4621 S Lowell Blvd,,179900,Denver,CO,80236,3,2,1,1755,,Condo/Townhome/Row/H,Keller Williams-Downtown,2017-03-29
4621 S Lowell Blvd,,179000,Denver,CO,80236,3,2,1,1755,209,Condo/Townhome/Row/H,Keller Williams-Downtown,2017-03-29
1421 Vrain St,,549000,Denver,CO,80204,5,3,2,2396,6250,Single Family Home,Keller Williams Advantage Realty,2017-03-29
2732 S Fillmore St,,950000,Denver,CO,80210,4,4,2,3101,9150,Single Family Home,BROKERS GUILD-CHERRY CREEK LTD,2017-03-29
6000 W Floyd Ave,101,375000,Denver,CO,80227,2,3,2,2076,,Condo/Townhome/Row/H,RE/MAX Alliance,2017-03-29
3260 Magnolia St,,380000,Denver,CO,80207,3,2,2,1758,6250,Single Family Home,8z Real Estate,2017-03-29
7020 E Girard Ave,202,202500,Denver,CO,80224,2,1,1,1012,,Condo/Townhome/Row/H,Realty Oasis - Metro Brokers,2017-03-29
9950 E Walsh Pl,,485000,Denver,CO,80247,5,5,2,3448,16988,Single Family Home,Your Castle Realty,2017-03-29
2704 W Bates Ave,,325000,Denver,CO,80236,3,1,5,1284,10019,Single Family Home,Modern Real Estate,2017-03-29
4245 Quivas St,,629900,Denver,CO,80211,3,3,2,1801,,Condo/Townhome/Row/H,LIVE Urban Real Estate,2017-03-29
2417 E 28th Ave,,495000,Denver,CO,80205,,,,2016,2430,Multi-Family,Precision Homes Real Estate,2017-03-29
2634 E Cherry Creek South Dr,,1095000,Denver,CO,80209,5,4,2,4440,5225,Single Family Home,LIV Sotheby's International Realty,2017-03-29
4553 Osceola St,,699000,Denver,CO,80212,3,4,2,2931,,Condo/Townhome/Row/H,EQUITY COLORADO,2017-03-29
2283 Hudson St,,1100000,Denver,CO,80207,6,4,2,3450,5060,Single Family Home,Your Castle Real Estate,2017-03-29
5364 Lewiston Ct,,354950,Denver,CO,80239,3,3,2,3142,4997,Single Family Home,KELLER WILLIAMS REALTY DTC,2017-03-29
2852 Welton St,,675000,Denver,CO,80205,4,2,2,1550,3137,Single Family Home,"Source Properties, Inc.",2017-03-29
1124 Clayton St,,825000,Denver,CO,80206,4,2,1,2670,3787,Single Family Home,PorchLight Real Estate Group,2017-03-29
